Var1,Location,Confidence,Condition
P62760,Cytoskeleton,High,Control
P62820,Cytoskeleton,High,Control
P62826,Cytoskeleton,High,Control
P62829,Cytoskeleton,High,Control
P62834,Cytoskeleton,High,Control
P62873,Cytoskeleton,High,Control
P62879,Cytoskeleton,High,Control
P62888,Cytoskeleton,High,Control
P62906,Cytoskeleton,High,Control
P62917,Cytoskeleton,High,Control
P62937,Cytoskeleton,High,Control
P62942,Cytoskeleton,High,Control
P62979,Cytoskeleton,High,Control
P62993,Cytoplasm,High,Control
P62995,Nucleus,High,Control
P63000,Cytoskeleton,High,Control
P63010,Cytoskeleton,High,Control
P63027,Cytoskeleton,High,Control
P63096,Cytoskeleton,High,Control
P63098,Cytoskeleton,High,Control
P63104,Cytoskeleton,High,Control
P63151,Cytoskeleton,High,Control
P63172,Endoplasmic Reticulum,High,Control
P63208,Cytoskeleton,High,Control
P63241,Cytoskeleton,High,Control
P63244,Cytoskeleton,High,Control
P63313,Cytoskeleton,High,Control
P67775,Cytoskeleton,High,Control
P68032,Cytoskeleton,High,Control
P68036,Cytoskeleton,High,Control
P68104,Cytoskeleton,High,Control
P68363,Cytoskeleton,High,Control
P68366,Cytoskeleton,High,Control
P68371,Cytoskeleton,High,Control
P68400,Cytoskeleton,High,Control
P68402,Cytoskeleton,High,Control
P68431,Nucleus,High,Control
P68871,Cytoskeleton,High,Control
P69849,Endoplasmic Reticulum,High,Control
P69891,Cytoplasm,High,Control
P69905,Cytoskeleton,High,Control
P78324,Cytoskeleton,High,Control
P78344,Endoplasmic Reticulum,High,Control
P78352,Cytoskeleton,High,Control
P78357,Cytoskeleton,High,Control
P78371,Cytoskeleton,High,Control
P78417,Cytoskeleton,High,Control
P78508,Endoplasmic Reticulum,High,Control
P78559,Cytoskeleton,High,Control
P80404,Cytoskeleton,High,Control
P80723,Cytoskeleton,High,Control
P83916,Cytoplasm,High,Control
P84074,Cytoskeleton,High,Control
P84077,Cytoskeleton,High,Control
P84090,Cytoplasm,High,Control
P84243,Cytoskeleton,High,Control
P98160,Nucleus,High,Control
P99999,Cytoskeleton,High,Control
Q00013,Endoplasmic Reticulum,High,Control
Q00169,Cytoskeleton,High,Control
Q00325,Cytoskeleton,High,Control
Q00341,Endoplasmic Reticulum,High,Control
Q00535,Cytoskeleton,High,Control
Q00577,Cytoskeleton,High,Control
Q00610,Cytoskeleton,High,Control
Q01082,Cytoskeleton,High,Control
Q01105,Cytoskeleton,High,Control
Q01130,Plasma membrane,High,Control
Q01432,Cytoplasm,High,Control
Q01469,Cytoskeleton,High,Control
Q01484,Cytoskeleton,High,Control
Q01813,Cytoskeleton,High,Control
Q01995,Cytoskeleton,High,Control
Q02218,Cytoskeleton,High,Control
Q02252,Cytoskeleton,High,Control
Q02750,Cytoskeleton,High,Control
Q02790,Cytoskeleton,High,Control
Q02818,Endoplasmic Reticulum,High,Control
Q02878,Cytoskeleton,High,Control
Q02952,Cytoskeleton,High,Control
Q02978,Cytoskeleton,High,Control
Q03001,Cytoskeleton,High,Control
Q03154,Cytoplasm,High,Control
Q04323,Cytoskeleton,High,Control
Q04760,Cytoskeleton,High,Control
Q04917,Cytoskeleton,High,Control
Q05193,Cytoskeleton,High,Control
Q05586,Mitochondria,High,Control
Q05639,Cytoskeleton,High,Control
Q06124,Cytoskeleton,High,Control
Q06136,Plasma membrane,High,Control
Q06323,Cytoplasm,High,Control
Q06830,Cytoskeleton,High,Control
Q07020,Cytoskeleton,High,Control
Q07021,Cytoskeleton,High,Control
Q07065,Endoplasmic Reticulum,High,Control
Q07666,Nucleus,High,Control
Q07954,Presynapse,High,Control
Q07955,Plasma membrane,High,Control
Q08209,Cytoskeleton,High,Control
Q08257,Cytoskeleton,High,Control
Q08495,Cytoskeleton,High,Control
Q08623,Cytoplasm,High,Control
Q09666,Cytoskeleton,High,Control
Q0VDG4,Cytoplasm,High,Control
Q10567,Cytoskeleton,High,Control
Q12756,Endoplasmic Reticulum,High,Control
Q12765,Cytoskeleton,High,Control
Q12797,Endoplasmic Reticulum,High,Control
Q12846,Endoplasmic Reticulum,High,Control
Q12860,Cytoskeleton,High,Control
Q12879,Mitochondria,High,Control
Q12905,Cytoskeleton,High,Control
Q12906,Cytoskeleton,High,Control
Q12907,Endoplasmic Reticulum,High,Control
Q12955,Cytoskeleton,High,Control
Q12959,Cytoskeleton,High,Control
Q12974,Endoplasmic Reticulum,High,Control
Q12979,Plasma membrane,High,Control
Q13011,Cytoskeleton,High,Control
Q13126,Cytoplasm,High,Control
Q13153,Cytoskeleton,High,Control
Q13162,Endoplasmic Reticulum,High,Control
Q13177,Cytoplasm,High,Control
Q13200,Cytoskeleton,High,Control
Q13224,Mitochondria,High,Control
Q13228,Cytoskeleton,High,Control
Q13303,Cytoskeleton,High,Control
Q13336,Endoplasmic Reticulum,High,Control
Q13363,Cytoskeleton,High,Control
Q13404,Cytoplasm,High,Control
Q13418,Endoplasmic Reticulum,High,Control
Q13423,Cytoskeleton,High,Control
Q13449,Plasma membrane,High,Control
Q13509,Cytoskeleton,High,Control
Q13510,Cytoskeleton,High,Control
Q13526,Cytoskeleton,High,Control
Q13554,Cytoskeleton,High,Control
Q13555,Cytoskeleton,High,Control
Q13557,Cytoskeleton,High,Control
Q13561,Cytoskeleton,High,Control
Q13620,Cytoplasm,High,Control
Q13630,Cytoplasm,High,Control
Q13724,Endoplasmic Reticulum,High,Control
Q13813,Cytoskeleton,High,Control
Q13838,Cytoskeleton,High,Control
Q13867,Cytoplasm,High,Control
Q13884,Endoplasmic Reticulum,High,Control
Q13885,Cytoskeleton,High,Control
Q13907,Cytoplasm,High,Control
Q13938,Cytoplasm,High,Control
Q14008,Plasma membrane,High,Control
Q14019,Cytoskeleton,High,Control
Q14103,Cytoskeleton,High,Control
Q14108,Cytoskeleton,High,Control
Q14112,Nucleus,High,Control
Q14155,Plasma membrane,High,Control
Q14157,Endoplasmic Reticulum,High,Control
Q14165,Endoplasmic Reticulum,High,Control
Q14194,Cytoskeleton,High,Control
Q14195,Cytoskeleton,High,Control
Q14203,Cytoskeleton,High,Control
Q14204,Cytoskeleton,High,Control
Q14232,Cytoplasm,High,Control
Q14240,Cytoskeleton,High,Control
Q14247,Cytoskeleton,High,Control
Q14318,Endoplasmic Reticulum,High,Control
Q14353,Cytoplasm,High,Control
Q14515,Cytoskeleton,High,Control
Q14624,Cytoplasm,High,Control
Q14643,Endoplasmic Reticulum,High,Control
Q14677,Endoplasmic Reticulum,High,Control
Q14683,Nucleus,High,Control
Q14697,Cytoskeleton,High,Control
Q14764,Cytoskeleton,High,Control
Q14894,Cytoskeleton,High,Control
Q14914,Cytoplasm,High,Control
Q14974,Cytoskeleton,High,Control
Q14980,Nucleus,High,Control
Q14982,Cytoskeleton,High,Control
Q14CZ8,Cytoskeleton,High,Control
Q15019,Cytoskeleton,High,Control
Q15031,Mitochondria,High,Control
Q15042,Endoplasmic Reticulum,High,Control
Q15046,Endoplasmic Reticulum,High,Control
Q15056,Plasma membrane,High,Control
Q15102,Cytoskeleton,High,Control
Q15119,Mitochondria,High,Control
Q15120,Postsynapse,High,Control
Q15121,Cytoskeleton,High,Control
Q15126,Endoplasmic Reticulum,High,Control
Q15149,Cytoskeleton,High,Control
Q15165,Cytoskeleton,High,Control
Q15181,Cytoskeleton,High,Control
Q15257,Cytoskeleton,High,Control
Q15274,Cytoplasm,High,Control
Q15276,Endoplasmic Reticulum,High,Control
Q15349,Endoplasmic Reticulum,High,Control
Q15365,Cytoskeleton,High,Control
Q15366,Cytoskeleton,High,Control
Q15369,Endoplasmic Reticulum,High,Control
Q15393,Cytoplasm,High,Control
Q15435,Cytoskeleton,High,Control
Q15493,Cytoplasm,High,Control
Q15555,Cytoskeleton,High,Control
Q15631,Cytoplasm,High,Control
Q15691,Cytoskeleton,High,Control
Q15700,Cytoskeleton,High,Control
Q15714,Cytoskeleton,High,Control
Q15738,Endoplasmic Reticulum,High,Control
Q15746,Endoplasmic Reticulum,High,Control
Q15811,Endoplasmic Reticulum,High,Control
Q15813,Cytoplasm,High,Control
Q15818,Plasma membrane,High,Control
Q15819,Cytoskeleton,High,Control
Q15843,Cytoskeleton,High,Control
Q15847,Cytoplasm,High,Control
Q15907,Cytoskeleton,High,Control
Q15942,Cytoplasm,High,Control
Q16143,Cytoskeleton,High,Control
Q16181,Cytoskeleton,High,Control
Q16222,Cytoplasm,High,Control
Q16352,Cytoskeleton,High,Control
Q16531,Cytoskeleton,High,Control
Q16537,Cytoskeleton,High,Control
Q16543,Cytoskeleton,High,Control
Q16555,Cytoskeleton,High,Control
Q16643,Cytoskeleton,High,Control
Q16653,Cytoskeleton,High,Control
Q16698,Cytoskeleton,High,Control
Q16718,Cytoskeleton,High,Control
Q16762,Cytoplasm,High,Control
Q16773,Cytoskeleton,High,Control
Q16775,Cytoskeleton,High,Control
Q16777,Cytoskeleton,High,Control
Q16778,Cytoskeleton,High,Control
Q16795,Cytoskeleton,High,Control
Q16798,Cytoskeleton,High,Control
Q16799,Cytoskeleton,High,Control
Q16836,Cytoskeleton,High,Control
Q16849,Plasma membrane,High,Control
Q16851,Cytoskeleton,High,Control
Q16864,Cytoskeleton,High,Control
Q16880,Endoplasmic Reticulum,High,Control
Q16891,Cytoskeleton,High,Control
Q17R89,Endoplasmic Reticulum,High,Control
Q2M2I8,Cytoskeleton,High,Control
Q2M389,Endoplasmic Reticulum,High,Control
Q2NKQ1,Endoplasmic Reticulum,High,Control
Q2TAA2,Cytoplasm,High,Control
Q330K2,Mitochondria,High,Control
Q3LXA3,Cytoplasm,High,Control
Q3SXM5,Postsynapse,High,Control
Q3ZCM7,Cytoskeleton,High,Control
Q4G0N4,Cytoplasm,High,Control
Q4G176,Mitochondria,High,Control
Q4J6C6,Cytoskeleton,High,Control
Q4KMQ2,Endoplasmic Reticulum,High,Control
Q504Y0,Endoplasmic Reticulum,High,Control
Q53GQ0,Cytoskeleton,High,Control
Q53H12,Cytoskeleton,High,Control
Q5H9L2,Cytoplasm,High,Control
Q5HYK3,Mitochondria,High,Control
Q5JTJ3,Cytoplasm,High,Control
Q5JTZ9,Mitochondria,High,Control
Q5JU85,Postsynapse,High,Control
Q5SQI0,Endoplasmic Reticulum,High,Control
Q5SSJ5,Cytoskeleton,High,Control
Q5T440,Mitochondria,High,Control
Q5T4S7,Plasma membrane,High,Control
Q5T5P2,Mitochondria,High,Control
Q5TF21,Endoplasmic Reticulum,High,Control
Q5TFE4,Cytoplasm,High,Control
Q5U4P2,Endoplasmic Reticulum,High,Control
Q5VIR6,Endoplasmic Reticulum,High,Control
Q5VST6,Endoplasmic Reticulum,High,Control
Q5VWQ8,Mitochondria,High,Control
Q5VYK3,Endoplasmic Reticulum,High,Control
Q643R3,Endoplasmic Reticulum,High,Control
Q66K14,Endoplasmic Reticulum,High,Control
Q66K74,Plasma membrane,High,Control
Q68DH5,Endoplasmic Reticulum,High,Control
Q6BCY4,Cytoplasm,High,Control
Q6DN90,Plasma membrane,High,Control
Q6IAA8,Plasma membrane,High,Control
Q6IBS0,Cytoskeleton,High,Control
Q6NUK1,Mitochondria,High,Control
Q6NXS1,Cytoplasm,High,Control
Q6NZI2,Nucleus,High,Control
Q6P2Q9,Nucleus,High,Control
Q6P4A7,Mitochondria,High,Control
Q6P587,Cytoskeleton,High,Control
Q6P9B6,Endoplasmic Reticulum,High,Control
Q6PCB7,Endoplasmic Reticulum,High,Control
Q6PCE3,Cytoplasm,High,Control
Q6PI78,Mitochondria,High,Control
Q6PKG0,Endoplasmic Reticulum,High,Control
Q6PUV4,Cytoskeleton,High,Control
Q6U841,Plasma membrane,High,Control
Q6UW68,Endoplasmic Reticulum,High,Control
Q6UWE0,Endoplasmic Reticulum,High,Control
Q6UWP2,Cytoplasm,High,Control
Q6UWR7,Cytoskeleton,High,Control
Q6XQN6,Cytoplasm,High,Control
Q6Y7W6,Endoplasmic Reticulum,High,Control
Q6YN16,Plasma membrane,High,Control
Q6ZVM7,Cytoskeleton,High,Control
Q71DI3,Nucleus,High,Control
Q71U36,Cytoskeleton,High,Control
Q71UM5,Endoplasmic Reticulum,High,Control
Q7KZN9,Mitochondria,High,Control
Q7L099,Cytoskeleton,High,Control
Q7L0J3,Cytoskeleton,High,Control
Q7L2E3,Endoplasmic Reticulum,High,Control
Q7L3T8,Mitochondria,High,Control
Q7L523,Endoplasmic Reticulum,High,Control
Q7L775,Nucleus,High,Control
Q7Z3J2,Endoplasmic Reticulum,High,Control
Q7Z4H3,Cytoplasm,High,Control
Q7Z4S6,Cytoskeleton,High,Control
Q7Z4W1,Cytoskeleton,High,Control
Q7Z6G3,Cytoskeleton,High,Control
Q7Z6L0,Cytoskeleton,High,Control
Q7Z6Z7,Cytoskeleton,High,Control
Q7Z7A4,Endoplasmic Reticulum,High,Control
Q7Z7H8,Mitochondria,High,Control
Q86SK9,Endoplasmic Reticulum,High,Control
Q86TV6,Mitochondria,High,Control
Q86TX2,Cytoskeleton,High,Control
Q86VP6,Cytoskeleton,High,Control
Q86VU5,Mitochondria,High,Control
Q86WA6,Mitochondria,High,Control
Q86WU2,Mitochondria,High,Control
Q86X24,Cytoskeleton,High,Control
Q86Y82,Plasma membrane,High,Control
Q86YN1,Endoplasmic Reticulum,High,Control
Q8IUR0,Endoplasmic Reticulum,High,Control
Q8IW45,Cytoskeleton,High,Control
Q8IWA5,Presynapse,High,Control
Q8IWQ3,Endoplasmic Reticulum,High,Control
Q8IXJ6,Cytoskeleton,High,Control
Q8IY17,Endoplasmic Reticulum,High,Control
Q8IYQ7,Mitochondria,High,Control
Q8IZP0,Presynapse,High,Control
Q8N145,Cytoskeleton,High,Control
Q8N163,Nucleus,High,Control
Q8N183,Postsynapse,High,Control
Q8N1A0,Nucleus,High,Control
Q8N1B4,Endoplasmic Reticulum,High,Control
Q8N2K0,Endoplasmic Reticulum,High,Control
Q8N335,Cytoskeleton,High,Control
Q8N3F0,Cytoskeleton,High,Control
Q8N3J6,Cytoskeleton,High,Control
Q8N461,Cytoplasm,High,Control
Q8N573,Cytoskeleton,High,Control
Q8N5S9,Endoplasmic Reticulum,High,Control
Q8N5V2,Endoplasmic Reticulum,High,Control
Q8N6C5,Endoplasmic Reticulum,High,Control
Q8N6M0,Endoplasmic Reticulum,High,Control
Q8N766,Endoplasmic Reticulum,High,Control
Q8N7J2,Endoplasmic Reticulum,High,Control
Q8N8N7,Cytoplasm,High,Control
Q8N8S7,Cytoplasm,High,Control
Q8NBM8,Endoplasmic Reticulum,High,Control
Q8NBQ5,Endoplasmic Reticulum,High,Control
Q8NBU5,Endoplasmic Reticulum,High,Control
Q8NBX0,Cytoskeleton,High,Control
Q8NCB2,Cytoskeleton,High,Control
Q8NE62,Postsynapse,High,Control
Q8NE86,Mitochondria,High,Control
Q8NEU8,Endoplasmic Reticulum,High,Control
Q8NF91,Cytoskeleton,High,Control
Q8NFV4,Postsynapse,High,Control
Q8NFX7,Endoplasmic Reticulum,High,Control
Q8NFZ8,Cytoskeleton,High,Control
Q8NHG7,Endoplasmic Reticulum,High,Control
Q8TAM6,Cytoskeleton,High,Control
Q8TB36,Cytoskeleton,High,Control
Q8TBC4,Cytoplasm,High,Control
Q8TC12,Endoplasmic Reticulum,High,Control
Q8TCD5,Cytoplasm,High,Control
Q8TCZ2,Presynapse,High,Control
Q8TD22,Presynapse,High,Control
Q8TDJ6,Cytoskeleton,High,Control
Q8TDQ7,Cytoplasm,High,Control
Q8TDW7,Cytoplasm,High,Control
Q8WUK0,Mitochondria,High,Control
Q8WUM4,Cytoskeleton,High,Control
Q8WUY1,Endoplasmic Reticulum,High,Control
Q8WWI5,Cytoskeleton,High,Control
Q8WXF1,Nucleus,High,Control
Q8WXF7,Cytoskeleton,High,Control
Q8WXG6,Plasma membrane,High,Control
Q8WXH0,Cytoplasm,High,Control
Q8WXS5,Mitochondria,High,Control
Q8WYP5,Cytoskeleton,High,Control
Q8WZA0,Cytoplasm,High,Control
Q8WZA9,Cytoplasm,High,Control
Q92499,Cytoskeleton,High,Control
Q92542,Endoplasmic Reticulum,High,Control
Q92561,Cytoskeleton,High,Control
Q92574,Endoplasmic Reticulum,High,Control
Q92597,Cytoskeleton,High,Control
Q92598,Cytoskeleton,High,Control
Q92599,Cytoskeleton,High,Control
Q92604,Endoplasmic Reticulum,High,Control
Q92614,Cytoskeleton,High,Control
Q92616,Endoplasmic Reticulum,High,Control
Q92667,Cytoplasm,High,Control
Q92673,Endoplasmic Reticulum,High,Control
Q92686,Cytoskeleton,High,Control
Q92688,Cytoplasm,High,Control
Q92736,Plasma membrane,High,Control
Q92752,Cytoskeleton,High,Control
Q92777,Cytoskeleton,High,Control
Q92823,Cytoskeleton,High,Control
Q92841,Cytoskeleton,High,Control
Q92854,Endoplasmic Reticulum,High,Control
Q92896,Endoplasmic Reticulum,High,Control
Q92900,Endoplasmic Reticulum,High,Control
Q92945,Cytoplasm,High,Control
Q92947,Cytoplasm,High,Control
Q92974,Plasma membrane,High,Control
Q93009,Cytoskeleton,High,Control
Q93050,Cytoskeleton,High,Control
Q93077,Cytoskeleton,High,Control
Q969E2,Endoplasmic Reticulum,High,Control
Q969E4,Cytoplasm,High,Control
Q969P0,Cytoskeleton,High,Control
Q969S9,Mitochondria,High,Control
Q969T9,Endoplasmic Reticulum,High,Control
Q969Z0,Mitochondria,High,Control
Q96A00,Cytoskeleton,High,Control
Q96A33,Endoplasmic Reticulum,High,Control
Q96A65,Endoplasmic Reticulum,High,Control
Q96AB3,Cytoskeleton,High,Control
Q96AC1,Cytoskeleton,High,Control
Q96AE4,Cytoplasm,High,Control
Q96AG4,Endoplasmic Reticulum,High,Control
Q96AQ6,Cytoskeleton,High,Control
Q96AX1,Endoplasmic Reticulum,High,Control
Q96BQ5,Mitochondria,High,Control
Q96CN7,Cytoplasm,High,Control
Q96CS3,Endoplasmic Reticulum,High,Control
Q96CV9,Endoplasmic Reticulum,High,Control
Q96CW1,Cytoskeleton,High,Control
Q96DA6,Mitochondria,High,Control
Q96DG6,Cytoplasm,High,Control
Q96EY1,Postsynapse,High,Control
Q96F07,Cytoskeleton,High,Control
Q96F85,Cytoskeleton,High,Control
Q96FJ2,Cytoskeleton,High,Control
Q96FW1,Cytoskeleton,High,Control
Q96G03,Cytoplasm,High,Control
Q96GG9,Cytoplasm,High,Control
Q96GR2,Endoplasmic Reticulum,High,Control
Q96GW7,Cytoskeleton,High,Control
Q96HN2,Cytoskeleton,High,Control
Q96HY6,Endoplasmic Reticulum,High,Control
Q96I15,Cytoplasm,High,Control
Q96I23,Mitochondria,High,Control
Q96JE9,Cytoskeleton,High,Control
Q96JG6,Endoplasmic Reticulum,High,Control
Q96K17,Plasma membrane,High,Control
Q96KG9,Endoplasmic Reticulum,High,Control
Q96KN2,Cytoplasm,High,Control
Q96KP1,Endoplasmic Reticulum,High,Control
Q96KP4,Cytoskeleton,High,Control
Q96MM6,Nucleus,High,Control
Q96MZ0,Plasma membrane,High,Control
Q96N66,Endoplasmic Reticulum,High,Control
Q96NN9,Endoplasmic Reticulum,High,Control
Q96PE7,Mitochondria,High,Control
Q96PV0,Cytoskeleton,High,Control
Q96QE2,Endoplasmic Reticulum,High,Control
Q96QK1,Cytoskeleton,High,Control
Q96RP9,Mitochondria,High,Control
Q96RQ3,Postsynapse,High,Control
Q96RT1,Endoplasmic Reticulum,High,Control
Q96RW7,Cytoskeleton,High,Control
Q96S97,Endoplasmic Reticulum,High,Control
Q96SB3,Postsynapse,High,Control
Q96SZ5,Cytoplasm,High,Control
Q96T76,Endoplasmic Reticulum,High,Control
Q96TC7,Cytoskeleton,High,Control
Q99250,Plasma membrane,High,Control
Q99436,Cytoskeleton,High,Control
Q99471,Cytoskeleton,High,Control
Q99497,Cytoskeleton,High,Control
Q99536,Cytoskeleton,High,Control
Q99574,Endoplasmic Reticulum,High,Control
Q99584,Cytoskeleton,High,Control
Q99598,Cytoplasm,High,Control
Q99614,Cytoplasm,High,Control
Q99615,Endoplasmic Reticulum,High,Control
Q99623,Cytoskeleton,High,Control
Q99643,Mitochondria,High,Control
Q99714,Cytoskeleton,High,Control
Q99719,Cytoskeleton,High,Control
Q99733,Cytoskeleton,High,Control
Q99766,Mitochondria,High,Control
Q99798,Cytoskeleton,High,Control
Q99805,Endoplasmic Reticulum,High,Control
Q99807,Postsynapse,High,Control
Q99816,Endoplasmic Reticulum,High,Control
Q99832,Cytoskeleton,High,Control
Q99873,Cytoplasm,High,Control
Q99879,Nucleus,High,Control
Q99962,Cytoskeleton,High,Control
Q99963,Cytoskeleton,High,Control
Q9BPU6,Cytoskeleton,High,Control
Q9BPW8,Cytoskeleton,High,Control
Q9BQ70,Endoplasmic Reticulum,High,Control
Q9BR01,Cytoplasm,High,Control
Q9BSH4,Postsynapse,High,Control
Q9BT78,Cytoskeleton,High,Control
Q9BTV4,Endoplasmic Reticulum,High,Control
Q9BTW9,Endoplasmic Reticulum,High,Control
Q9BU02,Cytoplasm,High,Control
Q9BUF5,Cytoskeleton,High,Control
Q9BUT1,Cytoplasm,High,Control
Q9BV20,Endoplasmic Reticulum,High,Control
Q9BVA1,Cytoskeleton,High,Control
Q9BVK6,Nucleus,High,Control
Q9BW30,Cytoskeleton,High,Control
Q9BWD1,Cytoskeleton,High,Control
Q9BWM7,Cytoskeleton,High,Control
Q9BX68,Cytoskeleton,High,Control
Q9BXK5,Cytoskeleton,High,Control
Q9BXW7,Mitochondria,High,Control
Q9BY11,Cytoskeleton,High,Control
Q9BY67,Cytoskeleton,High,Control
Q9BYB0,Postsynapse,High,Control
Q9BYD6,Nucleus,High,Control
Q9BZV1,Plasma membrane,High,Control
Q9C040,Cytoskeleton,High,Control
Q9C0B1,Cytoplasm,High,Control
Q9C0C9,Cytoskeleton,High,Control
Q9GZM7,Nucleus,High,Control
Q9GZP4,Cytoplasm,High,Control
Q9GZQ8,Cytoskeleton,High,Control
Q9GZS3,Endoplasmic Reticulum,High,Control
Q9GZV7,Cytoskeleton,High,Control
Q9H008,Cytoskeleton,High,Control
Q9H074,Cytoplasm,High,Control
Q9H0A8,Endoplasmic Reticulum,High,Control
Q9H0E2,Cytoskeleton,High,Control
Q9H0R8,Endoplasmic Reticulum,High,Control
Q9H0U4,Plasma membrane,High,Control
Q9H115,Cytoskeleton,High,Control
Q9H1E5,Endoplasmic Reticulum,High,Control
Q9H1K1,Mitochondria,High,Control
Q9H1P3,Endoplasmic Reticulum,High,Control
Q9H269,Endoplasmic Reticulum,High,Control
Q9H2H9,Endoplasmic Reticulum,High,Control
